player_id,player_name,player_fullname,RATING_3_0,T_RATING,CT_RATING,ROUND_SWING,DPR,KAST,MULTI_KILL,ADR,KPR,Total_kills,Headshot_pct,Total_deaths,KD_Ratio,Damage_per_Round,Grenade_dmg_per_Round,Maps_played,Rounds_played,Kills_per_round,Assists_per_round,Deaths_per_round,Saved_by_teammate_per_round,Saved_teammates_per_round,Impact_rating,total_kills_weapon,rifle_kills,rifle_pct,sniper_kills,sniper_pct,pistol_kills,pistol_pct,smg_kills,smg_pct,top_weapon,top_weapon_pct,ak47_kills,m4a1_kills,m4a1s_kills,awp_kills,ssg08_kills,deagle_kills,glock_kills,usp_kills
16816,vsm,Vinicius Moreira,1.02,1.01,1.03,-0.12%,0.65,70.7%,15.5%,70.3,0.65,807,57.1%,810,1.00,70.3,3.5,57,1242,0.65,0.17,0.65,0.11,0.09,1.03,814,613,75.3,15,1.8,119,14.6,46,5.7,ak47,41.4,337,50,174,12,3,17,35,36
20423,zont1x,Myroslav Plakhotia,0.95,0.94,0.97,-1.08%,0.63,74.4%,13.6%,66.4,0.59,582,38.7%,621,0.94,66.4,7.1,47,985,0.59,0.20,0.63,0.11,0.09,0.88,582,428,73.5,2,0.3,82,14.1,55,9.5,m4a1_silencer,40.0,181,6,233,2,0,21,26,18
25619,s1zzi,Danylo Vinnyk,1.00,0.98,1.02,+0.03%,0.65,70.5%,16.5%,68.3,0.68,966,30.5%,922,1.05,68.3,2.0,68,1419,0.68,0.11,0.65,0.12,0.08,1.05,1012,244,24.1,535,52.9,182,18.0,41,4.1,awp,52.4,133,27,41,530,5,37,21,64
22842,kensizor,Artem Kapran,1.04,0.95,1.11,+0.06%,0.72,71.7%,16.8%,76.9,0.69,973,59.6%,1020,0.95,76.9,5.0,68,1419,0.69,0.24,0.72,0.14,0.11,1.13,1018,765,75.1,1,0.1,159,15.6,85,8.3,ak47,37.2,379,307,31,1,0,14,53,43
12092,max,Maximiliano Gonzalez,0.97,0.90,1.04,-0.35%,0.62,72.5%,12.2%,65.1,0.56,1026,56.4%,1134,0.90,65.1,6.5,88,1821,0.56,0.21,0.62,0.13,0.08,0.83,1026,724,70.6,7,0.7,155,15.1,118,11.5,ak47,31.9,327,130,189,7,0,5,45,61
18053,broky,Helvijs Saukants,0.99,0.99,0.98,+0.33%,0.62,71.5%,16.9%,66.6,0.67,752,31.5%,696,1.08,66.6,3.4,52,1120,0.67,0.12,0.62,0.11,0.12,0.96,752,198,26.3,399,53.1,120,16.0,23,3.1,awp,52.4,99,37,26,394,5,17,28,24
21983,Chr1zN,Christoffer Storgaard,0.96,0.92,1.01,-0.85%,0.69,69.7%,15.3%,68.3,0.61,853,55.9%,965,0.88,68.3,4.4,66,1401,0.61,0.19,0.69,0.11,0.07,1.01,853,586,68.7,8,0.9,143,16.8,104,12.2,m4a1_silencer,28.7,229,21,245,7,1,10,47,50
11840,Boombl4,Kirill Mikhailov,0.96,0.91,1.00,-1.14%,0.68,71.0%,14.3%,68.3,0.60,946,43.1%,1065,0.89,68.3,4.5,75,1568,0.60,0.22,0.68,0.12,0.09,0.92,946,660,69.8,6,0.6,147,15.5,127,13.4,ak47,32.1,304,17,259,5,1,0,42,61
150,MAJ3R,Engin Küpeli,0.93,0.88,0.97,-0.79%,0.64,69.7%,11.3%,64.1,0.56,767,51.4%,886,0.87,64.1,6.2,63,1381,0.56,0.19,0.64,0.08,0.08,0.76,767,520,67.8,12,1.6,118,15.4,97,12.6,m4a1_silencer,34.7,214,5,266,12,0,7,39,37
19235,BELCHONOKK,Andrey Yasinskiy,0.92,0.91,0.92,-1.36%,0.66,69.0%,13.9%,63.9,0.59,742,54.2%,840,0.88,63.9,4.0,55,1268,0.59,0.17,0.66,0.11,0.13,0.86,771,626,81.2,4,0.5,109,14.1,19,2.5,ak47,39.8,307,30,204,4,0,11,34,34
2023,FalleN,Gabriel Toledo,0.90,0.84,0.97,-1.65%,0.67,70.9%,13.8%,62.5,0.56,682,54.7%,808,0.84,62.5,4.5,56,1208,0.56,0.19,0.67,0.12,0.10,0.81,682,456,66.9,37,5.4,120,17.6,56,8.2,ak47,25.4,173,64,133,33,4,3,29,46
9816,Aleksib,Aleksi Virolainen,0.91,0.85,0.96,-1.41%,0.63,72.5%,10.1%,60.9,0.51,821,46.2%,1005,0.82,60.9,7.1,77,1601,0.51,0.21,0.63,0.12,0.08,0.71,821,538,65.5,1,0.1,152,18.5,112,13.6,ak47,28.5,234,26,214,1,0,6,45,54
18141,biguzera,Rodrigo Bittencourt,0.98,0.95,1.01,-0.55%,0.66,72.3%,13.2%,69.6,0.61,755,55.1%,824,0.92,69.6,6.6,57,1242,0.61,0.21,0.66,0.10,0.10,0.91,766,574,74.9,19,2.5,113,14.8,41,5.4,ak47,40.5,310,9,183,16,3,18,31,13
21969,Graviti,Filip Brankovic,0.96,0.97,0.94,-1.25%,0.68,72.6%,14.7%,67.2,0.63,958,57.1%,1034,0.93,67.2,4.2,72,1529,0.63,0.19,0.68,0.13,0.12,0.96,958,667,69.6,2,0.2,130,13.6,143,14.9,ak47,34.6,331,225,66,2,0,7,43,0
20112,alex666,Alexey Yarmoshchuk,0.98,0.93,1.02,-0.27%,0.65,72.2%,13.0%,67.3,0.61,862,48.6%,929,0.93,67.3,4.6,68,1419,0.61,0.20,0.65,0.12,0.11,0.88,912,712,78.1,4,0.4,142,15.6,42,4.6,ak47,37.9,346,198,67,3,1,21,41,46
22929,nota,Emil Moskvitin,0.94,0.96,0.92,-1.20%,0.69,71.6%,13.9%,68.9,0.62,784,59.3%,874,0.90,68.9,6.6,55,1268,0.62,0.21,0.69,0.13,0.10,1.06,799,652,81.6,4,0.5,109,13.6,24,3.0,ak47,48.2,385,35,181,4,0,7,36,35
10096,HooXi,Rasmus Nielsen,0.88,0.83,0.93,-1.74%,0.69,68.4%,11.3%,63.0,0.54,674,55.0%,857,0.79,63.0,4.9,60,1244,0.54,0.18,0.69,0.11,0.09,0.79,674,459,68.1,11,1.6,114,16.9,78,11.6,ak47,32.9,222,134,57,10,1,6,25,37
22383,jcobbb,Jakub Pietruszewski,0.92,0.87,0.96,-1.39%,0.70,68.8%,14.2%,66.2,0.60,671,63.9%,781,0.86,66.2,2.5,52,1120,0.60,0.18,0.70,0.12,0.12,0.94,671,539,80.3,1,0.1,115,17.1,15,2.2,ak47,40.8,274,5,176,1,0,18,32,55
429,karrigan,Finn Andersen,0.84,0.79,0.90,-2.04%,0.71,65.1%,11.3%,59.6,0.52,629,54.7%,857,0.73,59.6,4.2,54,1206,0.52,0.16,0.71,0.10,0.05,0.74,667,480,72.0,6,0.9,111,16.6,61,9.1,ak47,34.0,227,74,129,3,3,17,21,36
